,IMDB,Metacritic,Rotten Tomatoes,Rank,Worldwide Box Office,Awards,Actors_1,Actors_2,Actors_3,directors_1,directors_2,Country_1,language_1,language_2,Genre_1,Genre_2
0,8.9,94,0.94,726.0,212928762,1,5771,232,3537,1352,0,63,27,92,5,7
1,6.6,53,0.52,107.0,708996336,0,293,1811,2535,1041,0,63,27,0,0,1
2,9.3,80,0.91,3935.0,28307092,0,5770,4343,668,511,0,63,27,0,7,0
3,8.5,87,0.96,301.0,385524784,1,4175,1095,3561,1457,0,63,27,0,1,4
4,7.9,62,0.88,2857.0,45875171,0,1786,4637,402,843,0,63,27,0,4,7
5,7.8,60,0.7,2338.0,61466436,0,5329,3095,2663,1380,0,63,27,92,1,4
6,8.6,85,0.96,518.0,275726716,5,2838,3554,3236,893,0,63,27,0,5,7
7,8.1,68,0.91,32.0,1038812584,3,5235,3531,2669,1605,0,63,27,92,1,18
8,8.5,83,0.93,40.0,986214868,2,5166,4015,4472,1467,1413,63,27,93,2,1
9,8.6,65,0.81,412.0,328125643,0,4343,296,1303,358,0,63,27,0,5,7
10,8.3,95,1.0,335.0,364545516,1,5823,5758,1595,848,0,63,27,0,2,1
11,8.1,71,0.82,2840.0,46189568,0,2662,2928,3162,802,488,63,27,34,4,5
12,8.6,91,0.93,217.0,485035085,5,5823,5832,1695,1605,0,63,27,32,7,21
13,8.8,66,0.79,1547.0,100851705,0,1708,700,4074,358,0,63,27,0,7,0
14,8.7,73,0.88,231.0,463517383,4,3301,3549,893,988,1015,63,27,0,0,18
15,8.5,67,0.76,236.0,457683805,5,5189,2835,1175,1403,0,63,27,0,0,1
16,8.5,67,0.76,7234.0,8205703,5,5189,2835,1175,1403,0,63,27,0,0,1
17,7.4,64,0.81,476.0,296872367,0,2301,4611,2319,205,0,63,27,0,0,1
18,7.6,64,0.81,42.0,975047606,0,4951,3816,5026,253,0,62,27,0,1,8
19,8.8,92,0.91,57.0,887210985,4,104,4489,5329,1313,0,38,27,86,1,7
20,8.7,87,0.95,53.0,934699645,2,782,5329,2884,1313,0,38,27,86,1,7
21,5.9,48,0.48,541.0,267200000,0,5972,471,3956,1407,0,63,27,34,0,1
22,8.1,90,0.99,51.0,936429370,1,114,1766,151,67,1005,63,27,0,2,1
23,8.9,94,0.93,21.0,1141403341,11,4489,179,5329,1313,0,38,27,75,1,7
24,7.2,63,0.66,1733.0,89476265,0,6054,1056,4661,5,0,63,27,32,4,0
25,7.0,66,0.83,1227.0,130953026,0,3664,4808,5787,1081,0,63,27,34,4,0
26,8.0,74,0.77,1033.0,158527918,0,2768,1524,165,513,1447,63,27,0,5,20
27,8.2,70,0.84,348.0,359142722,0,1049,4142,3638,286,0,63,27,105,0,1
28,8.5,85,0.91,490.0,289660619,4,3608,3994,2421,1090,0,63,27,17,5,7
29,8.5,66,0.76,1484.0,104407366,0,2301,1049,4142,286,0,63,27,0,7,15
30,8.2,62,0.73,1232.0,130214162,0,4378,2307,5531,690,0,63,27,0,0,7
31,8.0,80,0.94,153.0,594420283,0,1287,1870,3804,1086,0,62,27,32,0,1
32,8.0,80,0.94,3042.0,41744718,0,1287,1870,3804,1086,0,62,27,32,0,1
33,7.1,61,0.57,108.0,708272592,0,5426,4080,3098,1118,0,63,27,92,0,1
34,9.0,84,0.94,39.0,1001996207,2,1049,2228,8,286,0,63,27,57,0,5
35,7.9,79,0.93,159.0,585171547,0,5044,5705,2662,885,0,63,27,70,0,1
36,6.6,58,0.65,154.0,591692078,0,1287,4513,3986,1037,0,62,27,92,0,1
37,7.0,71,0.81,822.0,191145256,0,2671,5044,408,128,0,63,27,57,0,1
38,5.8,32,0.34,463.0,302469017,0,53,1086,2159,1577,0,63,27,32,0,1
39,7.7,73,0.78,229.0,465764086,0,704,1664,6144,1673,0,63,27,0,4,0
40,8.3,69,0.88,428.0,316915264,1,700,4354,1076,1352,464,18,27,34,1,7
41,8.0,82,0.94,297.0,386839614,1,1039,6154,3604,657,0,63,27,0,0,1
42,7.8,51,0.58,667.0,226941585,0,3638,3813,3586,1344,0,17,27,32,0,20
43,8.2,88,0.98,103.0,731463377,2,1693,1101,3063,1295,159,63,27,0,2,1
44,8.2,88,0.98,103.0,731463377,1,1693,1101,3063,1295,159,63,27,0,2,1
45,6.6,40,0.37,315.0,374825760,0,2301,3642,1319,549,0,63,27,0,0,1
46,7.6,73,0.9,1524.0,102236596,0,2762,6106,1811,1485,0,63,27,0,1,4
47,5.8,49,0.4,96.0,757677748,0,2913,230,1007,1472,0,63,27,32,0,1
48,7.8,83,0.82,1.0,2776345279,3,5241,6171,5442,671,0,62,27,92,0,1
49,7.7,72,0.81,181.0,543464573,0,5545,2616,5188,1343,261,63,27,0,2,4
50,6.0,30,0.1,529.0,272223430,0,46,3392,1043,408,0,63,27,92,4,0
51,8.1,74,0.99,208.0,494870992,0,2628,2084,1201,400,265,63,27,0,2,0
52,8.8,74,0.86,73.0,832402082,4,3608,3084,1769,286,0,63,27,48,0,1
53,7.0,57,0.73,142.0,621156389,0,5044,2169,1586,885,0,63,27,32,0,1
54,7.6,66,0.75,1600.0,97531134,0,11,1994,1877,1102,0,62,27,0,0,4
55,8.1,63,0.68,471.0,299461782,0,3608,3913,552,1090,0,63,27,34,15,20
56,8.3,92,0.98,28.0,1068879522,2,5823,5758,2823,1004,0,63,27,92,2,1
57,7.8,78,0.92,1865.0,81357930,0,5199,849,799,1220,0,63,27,92,5,7
58,7.3,66,0.77,137.0,630163454,0,5972,4671,3065,931,0,63,27,72,0,5
59,7.4,59,0.69,1052.0,155564919,0,704,5042,14,1196,0,63,27,78,15,18
60,6.6,45,0.33,31.0,1045663875,0,3001,4695,2045,1411,0,63,27,92,0,1
61,7.8,71,0.86,623.0,239373970,1,1287,5144,1101,358,0,63,27,94,5,7
62,8.1,62,0.76,723.0,213120004,1,1811,5992,802,1633,0,63,27,0,7,0
63,6.7,53,0.37,973.0,165103952,0,3198,4527,5435,65,0,63,27,0,0,5
64,7.2,69,0.84,777.0,202812429,0,3030,947,761,1332,285,63,27,0,0,4
65,7.0,66,0.72,95.0,757890267,0,293,1811,4909,1041,0,63,27,0,0,1
66,6.7,49,0.45,636.0,236799211,0,2589,220,1027,886,621,63,27,0,4,0
67,8.1,69,0.92,8.0,1517935897,0,5044,1021,3913,919,0,63,27,78,0,1
68,8.1,69,0.92,2738.0,48585416,0,5044,1021,3913,919,0,63,27,78,0,1
69,5.8,41,0.34,435.0,313477717,0,5676,154,5000,1298,0,63,27,48,0,1
70,6.7,61,0.56,509.0,280355920,0,2741,5317,5497,1698,0,63,27,78,0,1
71,7.1,69,0.79,174.0,554606532,1,3328,638,1812,1054,175,63,27,0,2,1
72,7.0,72,0.91,2080.0,70689968,0,3460,1025,351,448,0,63,27,48,4,12
73,6.1,50,0.65,1477.0,104907746,0,6054,6144,2619,721,0,63,27,0,4,0
74,7.4,55,0.67,1230.0,130673154,0,5823,2185,2791,1690,988,18,27,92,0,7
75,8.4,78,0.87,27.0,1084439099,0,1049,2014,5824,286,0,62,27,6,0,20
76,6.2,55,0.36,628.0,238202668,0,3001,4256,2251,1654,0,63,27,0,4,9
77,8.4,81,0.86,244.0,449948323,2,2535,1076,3608,1352,0,63,27,34,7,22
78,7.1,60,0.78,3060.0,41467606,0,3235,4815,276,1296,0,62,27,0,0,5
79,7.6,68,0.85,2432.0,57586606,0,2460,4211,4377,353,0,63,27,92,0,5
80,6.6,51,0.67,437.0,311979256,0,5625,2618,2781,1550,0,63,27,0,0,1
81,7.3,76,0.78,1008.0,160558438,0,4360,1509,896,1457,0,63,27,0,7,20
82,5.8,0,0.5,3072.0,41294674,0,516,5361,3147,82,0,63,27,0,4,7
83,6.4,40,0.4,2022.0,73239258,0,3392,5227,2265,510,0,63,27,25,0,4
84,7.9,58,0.65,38.0,1017003568,0,2319,3946,4917,1313,0,63,27,0,1,8
85,7.1,47,0.44,309.0,378505812,0,46,318,5353,555,0,63,27,0,2,4
86,7.0,50,0.63,701.0,217370736,0,5815,5150,4954,284,0,63,27,0,0,5
87,6.6,51,0.52,0.0,282778100,0,5676,3779,5246,67,0,63,27,0,0,1
88,6.2,64,0.74,3173.0,39238443,0,700,5307,553,61,0,63,27,0,5,20
89,7.3,58,0.67,2534.0,54393687,0,5426,5824,2593,840,0,63,27,0,5,7
90,7.9,79,0.86,143.0,620912003,4,5597,2356,493,80,0,63,27,98,1,7
91,7.4,84,0.93,936.0,170466405,0,3084,793,1790,1372,0,63,27,32,0,5
92,6.1,72,0.8,935.0,170549753,0,4030,947,4523,1604,0,63,27,0,4,7
93,6.6,40,0.32,2865.0,45688337,0,5241,3826,6091,102,0,63,27,92,0,1
94,5.4,51,0.51,4549.0,22018988,0,4799,4991,5189,1353,0,63,27,57,0,0
95,7.1,86,0.84,2663.0,50647416,0,2835,4781,4277,1283,0,63,27,0,7,0
96,6.8,58,0.68,127.0,654213485,0,6063,5845,3095,119,0,63,27,103,0,1
97,6.1,36,0.17,1312.0,120832383,0,640,589,3887,75,0,63,27,0,4,8
98,6.7,48,0.28,1506.0,103028188,0,5742,4517,3040,1225,0,63,27,0,4,7
99,6.7,48,0.28,5016.0,18532286,0,5742,4517,3040,1225,0,63,27,0,4,7
100,7.0,64,0.73,284.0,402448265,0,4494,4158,982,1403,0,63,27,80,1,15
101,5.4,31,0.14,2753.0,48164150,0,1025,3107,3103,320,0,63,27,51,0,18
102,5.4,31,0.14,3193.0,38900000,0,1025,3107,3103,320,0,63,27,51,0,18
103,7.3,57,0.74,452.0,306900902,0,1039,120,3133,1322,0,63,27,32,2,0
104,6.5,59,0.51,1838.0,82513490,0,656,5676,11,1242,0,63,27,0,5,7
105,7.2,66,0.82,3559.0,33035736,0,4213,4235,5237,1088,0,62,27,106,4,5
106,6.8,53,0.63,1756.0,87727807,0,1861,3179,1954,1514,0,63,27,0,12,15
107,7.8,81,0.92,25.0,1110526981,2,1287,3136,2624,1499,0,62,27,102,0,1
108,6.1,57,0.49,288.0,401021746,0,3462,1025,982,1488,0,63,27,0,0,1
109,6.3,45,0.22,310.0,377807404,0,3638,3813,1893,1243,0,17,27,102,0,20
110,6.9,62,0.68,172.0,556016627,0,3919,4289,5358,1533,0,63,27,48,4,9
111,5.6,31,0.2,2420.0,58085235,0,46,318,3584,1525,0,63,27,0,4,0
112,7.5,57,0.82,557.0,261400000,1,438,4811,5392,1284,0,63,27,0,0,18
113,7.5,57,0.82,734.0,211856088,1,438,4811,5392,1284,0,63,27,0,0,18
114,6.6,55,0.52,6085.0,12394562,0,3994,565,5715,602,0,63,27,0,7,0
115,7.7,72,0.87,206.0,496511521,0,2897,5288,2417,1374,0,63,27,0,2,1
116,6.3,51,0.52,795.0,197687603,0,4427,1727,1884,205,0,63,27,0,1,9
117,6.3,44,0.59,213.0,490359051,0,2493,4289,4814,1503,0,63,27,0,1,8
118,5.3,28,0.15,458.0,304249198,0,793,2456,5348,859,0,63,27,78,0,20
119,6.9,61,0.68,4491.0,22594052,0,2509,5977,5153,338,0,62,27,32,5,7
120,7.1,75,0.82,2186.0,66742138,0,5144,871,3880,1604,0,63,27,32,5,7
121,5.3,63,0.66,3706.0,31149251,0,2493,5353,5942,613,0,63,27,0,4,5
122,5.9,44,0.37,4010.0,27392609,0,5545,5543,4527,433,0,63,27,92,1,4
123,7.4,76,0.97,3674.0,31556959,0,4030,4883,5907,735,0,63,27,0,7,0
124,6.4,57,0.53,5850.0,13632449,0,5073,5426,3169,1445,0,63,27,0,7,20
125,6.5,41,0.49,1089.0,150562164,0,2084,8,1904,89,0,63,27,51,0,20
126,7.3,68,0.79,2800.0,47011449,0,5199,1210,1874,413,0,63,27,92,5,7
127,5.8,41,0.29,312.0,375740705,0,1641,3046,819,887,0,63,27,0,0,1
128,7.2,55,0.71,163.0,573068425,0,4457,1811,5206,978,265,63,27,0,2,0
129,5.1,20,0.1,2374.0,59922558,0,3932,3928,1854,1151,0,63,27,92,4,9
130,7.0,63,0.66,188.0,531514650,0,700,4311,1306,1037,0,63,27,92,0,1
131,7.0,54,0.53,495.0,287916633,0,5815,4343,4513,912,0,63,27,0,0,1
132,6.6,51,0.61,1250.0,127983283,0,453,2204,2175,549,0,63,27,0,0,1
133,7.8,66,0.74,47.0,960366855,0,2319,3946,4917,1313,0,63,27,0,1,9
134,7.1,55,0.56,121.0,667999518,0,2255,253,4229,1776,0,63,27,0,0,1
135,6.9,65,0.72,275.0,411002906,0,974,1553,2330,601,0,63,27,48,0,1
136,7.5,76,0.89,64.0,864868047,0,2710,3637,2425,504,0,63,27,0,0,1
137,6.4,37,0.31,560.0,260002115,0,3001,435,6075,586,0,63,27,64,0,1
138,6.7,61,0.71,269.0,416456852,0,2301,5659,5003,687,0,63,27,48,0,1
139,6.6,61,0.66,501.0,286192091,0,3994,2838,5385,1200,0,63,27,92,0,7
140,4.8,33,0.11,582.0,251499665,0,2452,6063,5479,1031,0,63,27,0,0,1
141,5.6,25,0.13,1909.0,79076678,0,2662,5206,3375,1448,0,63,27,0,0,1
142,7.0,54,0.66,132.0,644602516,0,1025,4378,5825,26,0,63,27,0,0,1
143,7.7,72,0.85,228.0,467381584,0,1039,6154,6171,657,0,63,27,50,0,1
144,7.3,50,0.5,385.0,342769200,0,2762,3913,6106,1022,0,63,27,32,5,15
145,6.6,41,0.32,2284.0,63129909,0,11,1009,4345,738,0,63,27,0,0,4
146,5.9,0,0.37,6276.0,11565792,0,3150,1090,2173,1663,0,16,27,34,0,4
147,5.7,57,0.42,9975.0,2940411,0,2104,3410,2695,1771,1125,63,27,0,7,13
148,6.6,63,0.63,2068.0,71004627,1,4028,1829,3328,801,0,62,27,0,7,17
149,6.5,41,0.37,8074.0,6118797,0,94,1106,99,497,0,63,27,10,4,5
150,7.5,71,0.95,3837.0,29400000,0,785,1770,4936,1503,0,63,27,0,12,0
151,7.5,62,0.8,1602.0,97470701,0,941,2204,4460,184,0,63,27,0,3,7
152,6.5,57,0.62,1594.0,97778356,0,2554,5427,3726,493,0,63,27,107,9,12
153,6.2,49,0.29,3466.0,34480045,0,3919,5189,920,52,0,63,27,92,5,7
154,6.7,40,0.32,1491.0,104100903,0,5344,2284,6008,1485,0,63,27,0,0,5
155,6.4,45,0.5,1868.0,81275291,0,3919,1641,401,1118,0,63,27,0,0,4
156,6.2,57,0.65,1110.0,148095566,0,2773,4477,4079,77,0,10,27,0,12,20
157,6.2,48,0.44,405.0,330780051,0,5593,1870,3590,1229,0,63,27,0,0,9
158,7.4,68,0.84,4049.0,26853810,0,5545,5850,209,1190,776,63,27,0,4,7
159,5.4,19,0.07,600.0,247023808,0,46,3392,1043,408,0,63,27,92,4,0
160,6.3,50,0.41,3980.0,27704111,0,3365,3100,1238,1521,0,63,27,0,12,18
161,5.8,0,0.39,785.0,200859554,0,3700,156,1626,1653,0,63,27,0,1,8
162,5.6,66,0.59,6077.0,12407491,0,3281,2374,1813,1553,0,63,27,0,3,5
163,5.7,35,0.19,906.0,175361578,0,2585,4102,3018,1532,0,63,27,92,1,4
164,5.6,28,0.07,2748.0,48425971,0,5042,3262,1537,932,0,63,27,92,4,7
165,6.1,49,0.48,9048.0,4207102,0,2509,3917,285,472,0,62,27,0,0,5
166,5.7,37,0.41,8893.0,4494560,0,5199,3471,5998,1220,0,15,27,99,5,7
167,4.3,18,0.05,3703.0,31164747,0,1506,2143,1172,466,1598,63,27,0,4,12
168,6.7,51,0.45,2110.0,69821476,0,2185,19,4345,166,0,63,27,0,5,7
169,6.1,23,0.15,713.0,214949716,0,2741,2025,1893,1695,0,18,27,0,0,9
170,5.7,41,0.39,1700.0,91266581,0,1861,3590,4050,673,0,63,27,0,12,20
171,6.5,51,0.56,2424.0,57907734,0,1641,527,3014,1373,0,63,27,92,0,7
172,9.0,90,0.97,2442.0,57300000,0,94,5045,1537,502,0,63,27,47,5,7
173,8.7,80,0.94,1431.0,108997629,0,2421,3734,6059,1179,0,63,27,0,7,0
174,8.5,94,0.96,1870.0,81250485,2,3931,3953,5045,502,0,63,27,32,7,21
175,8.5,89,0.97,772.0,203630630,1,5833,5442,5956,1403,0,62,27,0,12,18
176,8.2,89,0.9,3164.0,39342912,0,2204,5194,5346,1403,0,63,27,34,18,20
177,7.2,41,0.64,4162.0,25697647,0,820,3995,4828,502,0,63,27,0,5,7
178,8.3,65,0.81,2897.0,44942821,0,94,5571,4256,181,0,63,27,92,5,7
179,8.0,84,1.0,1930.0,78019031,0,438,4134,3656,671,0,62,27,92,0,18
180,8.3,76,0.92,2890.0,45015999,0,4031,24,5978,1559,0,62,27,106,7,21
181,8.2,72,0.93,1168.0,139109346,0,793,688,4889,856,0,63,27,34,0,20
182,8.6,77,0.89,3469.0,34449356,2,5511,1974,560,205,0,63,27,42,5,15
183,8.2,76,0.86,839.0,187435770,0,94,5042,5931,1136,0,63,27,92,5,7
184,8.2,76,0.86,3463.0,34493095,0,94,5042,5931,1136,0,63,27,92,5,7
185,7.0,59,0.64,77.0,817400878,1,6063,627,2669,1472,0,63,27,0,0,1
186,8.3,70,0.97,670.0,225925989,2,3994,542,5506,602,0,63,27,0,7,17
187,6.7,42,0.38,175.0,554600000,0,793,634,542,1118,0,63,27,78,0,1
188,8.1,90,0.94,548.0,264118201,0,2793,3536,4483,1327,0,63,27,0,4,7
189,8.4,86,0.88,354.0,356258047,5,3403,378,5747,1499,0,63,27,0,7,0
190,6.4,41,0.4,658.0,228641283,0,46,2872,3026,408,0,63,27,47,4,7
191,8.6,61,0.79,487.0,290701374,0,5823,1409,689,511,0,63,27,32,5,7
192,7.0,48,0.58,270.0,416385488,0,730,4814,2930,1577,0,63,27,26,0,1
193,7.0,48,0.58,277.0,409953905,0,730,4814,2930,1577,0,63,27,26,0,1
194,7.8,68,0.8,6124.0,12179708,0,5134,2697,1393,1171,0,63,27,0,4,0
195,8.1,64,0.86,120.0,672806292,0,793,2183,5850,1031,0,63,27,54,7,15
196,7.9,88,1.0,200.0,511358276,0,5823,5758,2823,848,104,63,27,6,2,1
197,7.6,64,0.68,3483.0,34270285,0,1049,3197,3105,1093,0,63,27,92,5,7
198,6.2,48,0.53,513.0,277200000,0,869,1350,1931,943,0,63,27,0,4,0
199,8.3,55,0.73,1819.0,83593107,0,560,1501,5990,604,0,62,27,78,4,5
200,8.1,78,0.96,169.0,559757719,1,2928,640,3966,1295,391,63,27,0,2,1
201,7.2,60,0.68,759.0,206455420,0,398,1708,4826,178,0,18,27,32,5,7
202,7.3,73,0.9,75.0,821706375,0,5793,6066,3442,1503,0,63,27,0,0,1
203,7.0,68,0.73,899.0,176262839,0,3919,982,1603,491,0,63,27,78,0,5
204,7.2,62,0.73,102.0,738576929,0,4856,1066,310,988,1015,63,27,32,0,18
205,8.0,58,0.75,1289.0,123954323,0,1884,115,639,1654,0,63,27,17,1,7
206,6.7,55,0.7,956.0,167791704,0,5974,1073,556,1366,0,63,27,34,4,19
207,7.9,82,0.9,82.0,796907323,0,1296,4949,4566,46,0,62,27,0,1,8
208,8.0,0,0.9,147.0,614726752,2,1209,2279,5253,167,0,63,27,32,2,0
209,6.9,64,0.71,2845.0,46122713,0,3022,3020,9,709,0,63,27,0,4,0
210,7.9,76,0.92,3764.0,30332385,0,5449,3238,4434,458,0,62,27,0,4,12
211,7.8,69,0.74,1542.0,101173038,3,3232,1339,5259,1274,0,63,27,70,5,7
212,7.8,69,0.74,9629.0,3357324,3,3232,1339,5259,1274,0,63,27,70,5,7
213,7.7,0,0.81,55.0,897099794,0,1834,5781,1428,1176,0,62,27,32,1,8
214,7.1,73,0.74,232.0,461651246,0,4556,4655,689,848,798,63,27,47,2,4
215,6.1,72,0.75,317.0,374085065,0,715,3242,3403,205,0,63,27,34,0,1
216,6.6,66,0.71,989.0,162870525,0,6054,2897,5214,5,0,63,27,32,4,19
217,6.7,58,0.58,233.0,459260946,0,2301,2185,2319,178,0,10,27,0,0,1
218,8.0,85,0.92,248.0,444043396,3,3994,3154,1426,1272,0,63,27,32,0,15
219,7.1,69,0.82,306.0,382288147,0,793,5780,3195,1006,0,63,27,47,0,20
220,8.1,91,0.93,979.0,164035753,4,5845,2624,3095,488,802,63,27,92,5,7
221,8.0,96,0.96,138.0,626549695,1,4621,2318,3725,167,703,63,27,32,2,1
222,7.6,76,0.87,940.0,169955142,0,3030,4145,1099,592,0,63,27,0,4,0
223,8.2,93,0.91,1950.0,77208711,2,1288,3955,4014,1283,0,63,27,3,7,0
224,6.1,35,0.15,678.0,222640812,0,2222,2532,4804,441,0,63,27,47,0,1
225,8.1,72,0.8,520.0,274543085,0,1147,1081,537,294,0,18,27,41,7,0
226,6.7,61,0.67,546.0,265573859,0,1708,3689,5771,1022,0,63,27,72,0,1
227,7.0,0,0.64,1518.0,102404019,0,5361,2493,1322,360,0,63,27,17,0,4
228,7.3,53,0.6,3971.0,27794339,0,2084,5835,5723,604,0,62,27,78,0,5
229,6.8,61,0.77,1653.0,94500826,0,5347,4661,1099,394,0,18,27,0,4,0
230,6.9,51,0.55,1245.0,128468793,0,6054,2897,3975,5,0,63,27,92,4,0
231,6.7,64,0.71,386.0,342416460,0,2509,4343,327,1664,0,63,27,0,0,5
232,6.7,64,0.71,5820.0,13753723,0,2509,4343,327,1664,0,63,27,0,0,5
233,7.9,81,0.9,728.0,212453431,0,5385,2594,4391,1200,0,52,27,66,0,18
234,7.6,78,0.83,52.0,935213767,0,1296,4161,1348,398,0,62,27,0,1,8
235,7.4,34,0.26,1222.0,131159781,0,2535,2084,1169,491,0,63,27,0,5,7
236,6.6,49,0.33,333.0,365491792,0,1049,5241,4341,1105,0,63,27,47,0,1
237,6.0,35,0.19,72.0,836519699,0,5426,4080,3098,1118,0,63,27,92,0,1
238,7.6,56,0.64,843.0,186976250,0,3825,639,4021,1776,0,63,27,0,0,7
239,7.6,57,0.7,205.0,498438212,0,5044,3133,4808,604,0,63,27,32,0,1
240,6.8,47,0.48,892.0,177241171,0,3638,704,2769,790,0,63,27,92,0,1
241,6.5,53,0.51,35.0,1025491110,2,3001,4122,2251,1654,0,63,27,0,1,8
242,8.0,79,0.85,404.0,331266710,1,4378,4289,5977,346,0,63,27,32,7,20
243,6.9,53,0.47,1031.0,158750817,0,1509,2014,4289,29,52,63,27,0,0,1
244,5.8,39,0.27,209.0,493214888,0,5241,3638,4826,1022,0,63,27,0,0,1
245,5.8,39,0.27,2918.0,44400000,0,5241,3638,4826,1022,0,63,27,0,0,1
246,6.5,51,0.4,735.0,211739043,0,5044,6144,4255,1673,0,63,27,92,1,4
247,6.5,45,0.42,537.0,268268174,0,5625,2618,2781,1622,0,63,27,92,0,1
248,6.4,65,0.72,1697.0,91455875,0,5188,5155,5910,1208,0,63,27,0,1,4
249,6.7,64,0.78,931.0,170936470,0,6054,1515,3919,5,0,63,27,103,0,4
250,6.7,53,0.43,418.0,322459006,0,5189,908,4061,1403,0,63,27,32,0,1
251,6.7,53,0.43,1805.0,84747441,0,5189,908,4061,1403,0,63,27,32,0,1
252,6.7,53,0.43,3635.0,32056467,0,5189,908,4061,1403,0,63,27,32,0,1
253,6.4,65,0.63,488.0,290650494,0,327,3642,1007,1342,0,63,27,78,0,15
254,7.6,74,0.93,1072.0,152566881,0,542,4874,3021,124,0,63,27,0,5,7
255,5.7,47,0.45,708.0,215448997,0,834,3753,2616,666,0,63,27,0,4,17
256,6.2,57,0.38,168.0,560155383,0,3527,4556,4142,848,171,63,27,48,2,1
257,6.3,39,0.25,1973.0,75997067,0,5206,2585,3618,356,0,63,27,103,4,9
258,5.5,39,0.26,691.0,219535492,0,5206,656,4735,1086,0,63,27,0,0,1
259,6.5,44,0.33,157.0,586464305,0,704,1664,6144,1673,0,63,27,99,4,15
260,6.9,57,0.69,729.0,212417601,0,2585,5568,3403,1532,0,63,27,0,4,5
261,7.0,57,0.71,1543.0,101162106,0,4121,5449,4434,592,0,63,27,50,1,4
262,6.9,63,0.72,215.0,487519809,0,3223,2599,5465,225,0,63,27,72,2,1
263,7.6,68,0.82,225.0,470986200,0,319,3231,5717,1490,0,63,27,85,0,7
264,6.2,52,0.59,1628.0,95989590,0,3751,5115,5420,1742,0,63,27,0,12,15
265,7.5,74,0.92,1156.0,140428499,0,2460,4255,5950,450,0,63,27,0,0,7
266,6.1,33,0.23,1730.0,89758389,0,1791,14,2686,1776,0,63,27,34,0,9
267,7.7,72,0.93,3068.0,41334735,0,3084,5361,353,900,0,63,27,0,4,7
268,6.6,70,0.84,1177.0,137551594,0,2169,5751,3114,1604,0,63,27,57,0,7
269,7.3,84,0.89,905.0,175507800,1,2053,5367,237,41,0,63,27,0,4,7
270,7.1,67,0.84,1935.0,77735925,0,5199,2053,4756,562,0,63,27,0,7,20
271,6.0,46,0.37,738.0,211562435,0,2255,4265,5515,1631,0,63,27,35,0,7
272,7.1,56,0.6,551.0,263880341,0,2301,1238,1879,1538,0,63,27,103,0,7
273,7.5,48,0.6,183.0,535663443,0,5044,3133,4494,604,0,63,27,32,0,1
274,7.1,85,0.83,1863.0,81452811,0,3917,2941,6174,1692,0,17,27,78,7,15
275,7.1,58,0.65,1340.0,118729073,0,3994,5304,5735,217,0,63,27,92,4,7
276,5.9,42,0.35,1178.0,137489730,0,566,1573,401,1664,0,63,27,0,0,9
277,5.1,30,0.12,3400.0,35426759,0,5911,1695,4020,1407,0,63,27,34,0,5
278,7.2,45,0.33,7201.0,8300821,0,2084,3055,1742,1116,311,63,27,0,3,7
279,5.0,0,0.18,3000.0,42411721,0,2341,1555,4525,172,0,63,27,103,12,15
280,7.1,69,0.85,1292.0,123681790,0,1278,143,4127,916,0,63,27,0,7,18
281,6.1,0,0.38,7033.0,8890094,0,3108,1806,1097,1047,0,63,27,0,0,12
282,6.5,51,0.51,1582.0,98406855,0,5083,827,2608,108,0,63,27,92,0,5
283,6.4,58,0.57,876.0,180148897,0,5214,5301,5100,992,0,63,27,39,4,0
284,6.8,64,0.79,1871.0,81249176,0,3638,1935,1519,790,0,63,27,92,0,1
285,5.8,67,0.8,3341.0,36374700,0,2099,4126,947,1604,0,24,27,92,0,7
286,5.6,31,0.11,2928.0,44103982,0,2710,4060,1742,1080,0,10,27,0,7,12
287,6.6,49,0.38,60.0,879765137,0,494,3123,1080,1588,1178,63,27,0,2,1
288,6.1,48,0.37,3509.0,33943049,0,2164,3813,5986,689,1595,17,27,0,0,1
289,6.8,60,0.79,99.0,746921271,0,556,1043,1422,476,1686,63,27,92,2,1
290,6.6,47,0.35,2511.0,55249159,0,2706,2857,822,1308,0,63,27,0,4,7
291,7.0,72,0.88,1441.0,108119662,0,3452,5903,353,252,1497,63,27,0,2,1
292,6.5,66,0.74,3682.0,31393201,0,3084,1281,5339,366,0,63,27,57,0,5
293,6.4,44,0.22,3743.0,30601801,0,2913,3764,185,690,0,63,27,0,5,15
294,5.4,39,0.3,619.0,240647629,0,4295,5440,4257,1285,0,18,27,3,0,12
295,6.8,52,0.53,745.0,208542162,0,1509,5206,5950,329,0,52,27,1,0,1
296,5.6,53,0.59,4320.0,24159934,0,4661,2697,3197,394,0,63,27,0,4,17
297,5.7,36,0.17,2174.0,67130045,0,556,5974,3030,14,0,63,27,0,0,4
298,5.7,37,0.26,456.0,305270083,0,5241,3638,4826,901,0,54,27,0,0,1
299,6.4,54,0.61,2749.0,48330757,0,440,438,5792,730,0,63,27,0,0,20
300,7.1,84,0.95,1749.0,88069880,0,1021,3215,1663,906,0,53,27,51,0,7
301,6.8,58,0.69,6146.0,12034913,0,4122,4463,1355,235,0,62,27,32,7,20
302,7.3,65,0.79,101.0,743588329,0,640,2928,5543,324,0,63,27,0,2,1
303,7.4,85,0.93,1841.0,82409520,0,5457,4768,257,181,0,63,27,0,12,0
304,7.4,85,0.93,4144.0,25878153,0,5457,4768,257,181,0,63,27,0,12,0
