,IMDB,Metacritic,Rotten Tomatoes,Rank,Worldwide Box Office,Awards,Actors_1,Actors_2,Actors_3,directors_1,directors_2,Country_1,language_1,language_2,Genre_1,Genre_2
846,7.2,69,0.79,2199.0,66143005,0,2618,5217,5512,1468,0,62,27,54,5,20
847,1.9,15,0.01,3320.0,36720752,0,3998,5943,1999,711,3,63,27,0,4,0
848,6.0,51,0.51,4602.0,21621188,0,900,52,1805,1199,0,62,27,0,0,18
849,6.1,47,0.44,2899.0,44821299,0,5253,4616,3372,1198,0,63,27,0,5,7
850,8.0,82,0.95,8448.0,5319734,0,671,6168,2812,967,0,62,27,32,6,3
851,5.2,31,0.13,281.0,405760225,0,730,2781,3859,1407,0,63,27,57,0,1
852,6.7,64,0.74,3511.0,33886017,0,4145,3237,12,1324,0,63,27,0,4,7
853,6.0,55,0.51,1532.0,101857425,0,19,2838,2084,744,1065,63,27,0,1,4
854,5.9,35,0.18,2137.0,68695443,0,3998,461,2467,351,0,63,27,0,2,0
855,6.2,47,0.48,1830.0,83051676,0,133,4712,5324,203,0,63,27,0,12,15
856,6.1,51,0.38,1450.0,107235592,0,2618,4383,1949,1243,0,17,27,32,0,20
857,6.8,76,0.88,5155.0,17553055,0,2762,3337,4248,592,0,63,27,0,4,7
858,5.5,24,0.11,1375.0,115150424,0,3246,369,800,548,0,63,27,0,4,17
859,5.5,24,0.11,4224.0,25130000,0,3246,369,800,548,0,63,27,0,4,17
860,6.6,58,0.83,1890.0,80227619,2,1673,2347,3564,22,0,63,27,92,7,13
861,6.6,58,0.83,4655.0,21202829,2,1673,2347,3564,22,0,63,27,92,7,13
862,5.1,41,0.22,485.0,292817841,0,622,6051,6144,637,0,63,27,0,2,0
863,5.8,34,0.27,1516.0,102512802,0,4030,2706,4153,1081,0,63,27,48,4,9
864,6.1,0,0.38,2187.0,66655938,0,730,5440,1746,644,0,18,27,0,1,8
865,6.5,52,0.59,2551.0,53850527,0,1149,4368,436,1690,0,63,27,47,0,5
866,6.0,42,0.44,286.0,402231063,0,556,253,4556,1538,0,63,27,0,1,4
867,6.4,55,0.51,1076.0,152364370,0,1509,2992,3760,1705,0,63,27,103,0,5
868,6.5,57,0.67,2626.0,51445503,0,2202,2632,1248,1150,1325,2,27,0,0,9
869,7.1,58,0.63,2889.0,45043870,0,5793,2460,4378,777,0,63,27,0,7,21
870,7.1,58,0.63,5112.0,17856688,0,5793,2460,4378,777,0,63,27,0,7,21
871,6.4,58,0.56,3590.0,32679264,0,4995,2706,3030,1402,1101,63,27,0,4,9
872,5.6,22,0.12,1192.0,135808837,0,2084,2697,2108,78,0,63,27,103,0,4
873,5.6,31,0.18,2488.0,55909910,0,793,5878,3129,972,0,63,27,92,0,4
874,6.5,55,0.71,2471.0,56445534,0,5780,4817,2840,174,0,63,27,0,12,20
875,6.2,44,0.52,2278.0,63354114,0,1031,3701,2725,826,0,63,27,103,12,15
876,5.9,56,0.42,1774.0,86796502,0,5545,4661,6144,721,0,63,27,0,4,0
877,7.2,77,0.84,2219.0,65532491,0,1884,3014,5769,1475,0,17,27,0,7,15
878,4.9,33,0.2,647.0,232017848,0,2406,2616,1790,1410,0,63,27,0,1,4
879,6.5,56,0.47,1435.0,108660270,0,1227,5728,1221,294,0,63,27,32,7,9
880,5.4,21,0.1,1636.0,95572749,0,470,3262,5831,1438,0,63,27,0,0,4
881,5.9,33,0.2,1678.0,92678948,0,4293,2143,682,927,0,63,27,0,7,13
882,7.0,53,0.51,1163.0,139716717,0,1788,14,1855,1776,0,63,27,0,2,0
883,6.4,44,0.48,3809.0,29863840,0,2677,6171,1021,1621,0,63,27,0,0,1
884,5.5,43,0.48,7108.0,8629895,0,6055,3463,5205,908,0,63,27,78,0,4
885,6.3,32,0.21,5065.0,18195238,0,3133,1913,183,1160,0,63,27,92,0,5
886,4.4,26,0.16,2148.0,68264973,0,1820,5327,770,301,593,63,27,0,0,18
887,6.2,45,0.29,2083.0,70587268,0,1013,2222,3995,851,0,63,27,78,0,5
888,5.6,25,0.16,2944.0,43796937,0,3458,3098,338,1078,0,63,27,47,4,17
889,6.5,63,0.66,4864.0,19685588,0,4145,4776,2646,1159,0,63,27,32,4,7
890,6.9,65,0.76,2820.0,46604054,0,2247,5835,1115,853,0,63,27,34,7,20
891,5.3,0,0.46,2085.0,70546865,0,5974,3392,2701,1477,0,63,27,0,4,7
892,6.2,55,0.4,3187.0,38993548,0,947,2376,559,967,0,62,27,80,0,1
893,7.1,69,0.92,1098.0,149717124,0,2509,2303,622,1510,116,62,27,0,2,1
894,6.2,53,0.41,7445.0,7684524,0,2908,2406,6159,359,0,63,27,0,4,0
895,6.0,35,0.06,3050.0,41642166,0,1287,4368,4814,777,0,63,27,0,7,15
896,5.9,26,0.0,4705.0,20790486,0,1681,3372,1782,189,0,63,27,0,4,7
897,7.9,0,0.0,6719.0,10000000,0,3030,1811,5472,1779,0,63,27,0,4,7
898,6.8,68,0.75,9890.0,3027956,0,766,154,1769,1777,0,62,27,3,1,7
899,7.7,96,0.96,113.0,693698673,7,5259,2053,1663,46,0,62,27,36,7,18
900,7.1,67,0.76,7287.0,8038792,0,913,1106,4756,1769,0,63,27,0,7,13
901,5.8,54,0.68,8233.0,5804574,0,825,3268,2182,1206,0,63,27,0,12,15
902,7.3,85,0.9,6861.0,9464608,0,3962,629,1724,297,0,63,27,0,2,8
903,6.5,68,0.83,9974.0,2940888,0,2762,4122,6009,1376,0,62,27,0,4,7
904,7.4,85,0.92,8617.0,4972016,0,4229,2773,5871,735,0,63,27,0,7,12
905,5.3,37,0.1,5824.0,13747138,0,4457,4463,553,806,0,63,27,0,5,7
906,6.8,69,0.67,8843.0,4569967,0,542,5845,1016,879,0,63,27,0,7,0
907,6.1,29,0.08,9667.0,3317662,0,5236,182,1985,605,0,63,27,0,7,20
908,7.7,45,0.55,9007.0,4289993,0,3796,829,4869,1415,0,63,27,0,4,7
909,7.2,81,0.85,5712.0,14314407,1,1884,1101,4354,1174,0,63,27,32,4,7
910,6.3,48,0.51,6205.0,11831131,0,3162,3638,233,106,0,63,27,0,7,15
911,7.5,83,0.94,7410.0,7788804,0,4711,2211,5243,95,0,62,27,0,4,0
912,7.2,54,0.48,10013.0,2896988,0,4258,5331,1837,1527,0,62,27,92,4,7
913,5.8,39,0.31,3813.0,29830239,0,5646,5184,2839,1241,112,62,27,0,4,8
914,7.2,85,0.9,8648.0,4911725,0,5199,2673,5383,1493,0,63,27,0,7,0
915,7.0,63,0.76,6875.0,9413956,0,2521,3814,2731,1603,0,63,27,0,4,7
916,7.0,0,0.56,94.0,758536735,0,327,1760,5385,1452,0,63,27,0,0,1
917,7.3,74,0.83,584.0,250700000,0,5670,3104,5113,1476,860,63,27,92,2,1
918,7.3,74,0.83,612.0,243388614,0,5670,3104,5113,1476,860,63,27,92,2,1
919,7.3,74,0.83,6860.0,9466655,0,5670,3104,5113,1476,860,63,27,92,2,1
920,8.0,80,0.93,1784.0,86300000,0,2037,4709,3957,1106,0,63,27,34,4,0
921,8.1,88,0.92,4367.0,23689877,4,1897,6079,4722,1546,0,63,27,0,7,0
922,7.7,90,0.96,387.0,340800479,2,4938,1950,5702,1605,0,63,27,32,7,18
923,8.0,92,0.97,3232.0,38251425,4,6105,1537,5864,1765,0,63,27,34,4,17
924,7.7,65,0.89,4502.0,22490000,0,4131,2517,1614,1730,0,63,27,0,0,5
925,7.7,65,0.89,8736.0,4754904,0,4131,2517,1614,1730,0,63,27,0,0,5
926,6.3,66,0.63,740.0,210300000,0,5117,3702,4188,1011,0,62,27,47,0,1
927,6.9,43,0.7,1908.0,79114085,0,438,2487,4061,858,0,63,27,0,1,9
928,6.9,43,0.7,2277.0,63356133,0,438,2487,4061,858,0,63,27,0,1,9
929,7.7,61,0.88,1276.0,125212904,0,5625,4935,746,1637,0,63,27,0,0,1
930,4.3,52,0.37,5717.0,14297083,0,4065,4256,3716,1254,0,63,27,0,4,7
931,6.8,75,0.96,2271.0,63541777,0,5815,4869,2849,1269,0,63,27,34,4,5
932,7.8,78,0.85,1665.0,93589701,0,1317,6046,3848,1605,0,63,27,0,7,0
933,6.5,47,0.34,466.0,300400000,0,5625,4935,966,569,0,63,27,106,0,1
934,6.8,40,0.4,467.0,300373716,0,5625,5644,814,1622,0,63,27,78,7,19
935,6.9,45,0.78,3514.0,33790923,0,1742,3818,3309,253,0,63,27,0,1,4
936,7.6,72,0.93,2705.0,49752241,0,5558,2900,3499,843,0,63,27,0,4,0
937,6.7,45,0.61,3241.0,38122000,0,438,3861,6115,1278,0,63,27,0,0,18
938,7.2,70,0.83,663.0,227300000,0,4090,1317,2850,1380,0,63,27,1,0,5
939,6.6,36,0.38,3785.0,30050028,0,4612,3327,5231,1484,0,63,27,72,0,20
940,7.3,56,0.69,1639.0,95151938,0,5224,1568,5431,629,0,63,27,0,4,7
941,7.2,65,0.85,5289.0,16667084,0,3375,1958,1905,1480,0,63,27,0,4,12
942,7.8,76,0.96,2477.0,56215095,0,2295,3694,322,872,0,63,27,0,5,7
943,7.3,73,0.75,863.0,182291969,0,5042,4440,2776,1090,0,63,27,0,5,20
944,6.6,34,0.61,1025.0,159055768,0,5625,6042,5259,1043,0,63,27,0,0,5
945,7.7,66,0.79,784.0,201324422,2,5823,1509,5086,893,0,63,27,0,7,0
946,6.9,74,0.8,752.0,207500000,0,2204,6066,363,1342,0,63,27,0,0,5
947,7.1,81,0.96,615.0,242895809,0,2300,2490,5445,1176,0,62,27,14,4,7
948,6.1,49,0.44,507.0,282300000,0,989,5487,3822,170,0,63,27,0,4,8
949,7.2,55,0.61,4174.0,25532388,0,414,5227,2834,1447,0,63,27,92,0,20
950,4.7,16,0.22,3265.0,37750754,0,1749,3490,2100,1284,0,17,27,0,7,0
951,6.9,74,0.72,417.0,325500000,0,2583,3970,1182,547,980,63,27,54,2,7
952,6.9,43,0.5,3622.0,32223424,0,6106,4837,5938,163,1306,63,27,0,4,19
953,7.4,87,0.84,650.0,231710008,9,4826,3180,6066,84,0,63,27,34,7,17
954,6.5,61,0.76,431.0,315268353,0,2204,2014,2115,1763,0,63,27,78,0,7
955,5.7,52,0.42,1275.0,125250091,0,2713,5280,5205,770,0,63,27,0,12,15
956,6.7,16,0.29,5181.0,17394881,0,1343,2162,2790,1629,0,63,27,102,4,5
957,7.3,54,0.65,4448.0,22921898,0,3994,2155,2957,822,0,63,27,39,5,7
958,7.1,87,0.92,510.0,279500000,7,2045,5835,5578,853,0,63,27,0,4,7
959,6.1,41,0.35,826.0,190191646,0,46,3278,2265,510,0,63,27,0,4,19
960,7.0,44,0.54,2055.0,71485043,1,5096,1217,360,1724,0,63,27,0,7,9
961,6.9,52,0.52,1555.0,100230832,0,94,834,1506,1242,0,63,27,0,7,19
962,7.8,90,0.93,3613.0,32382381,0,2913,834,4406,1554,0,63,27,0,4,7
963,7.3,70,0.9,1714.0,90523726,0,5758,5442,108,401,0,63,27,0,1,4
964,7.5,79,0.91,2767.0,47881663,0,2913,2326,5804,1566,0,62,27,23,4,7
965,6.0,33,0.12,5315.0,16521410,0,414,327,5738,1124,0,17,27,34,7,15
966,6.6,48,0.52,376.0,347425832,0,2432,1046,2952,178,0,63,27,57,0,4
967,5.5,71,0.93,794.0,197692062,0,414,857,147,1447,0,63,27,92,0,1
968,7.7,67,0.78,4202.0,25344490,0,1708,4756,527,1555,0,63,27,0,7,0
969,7.1,75,0.93,1229.0,130759651,0,2300,4427,5391,270,1287,62,27,0,4,7
970,5.8,24,0.22,930.0,171269535,0,46,6102,2993,1598,0,63,27,0,4,17
971,6.6,62,0.76,314.0,374890034,0,4419,4148,1059,807,0,10,27,35,4,7
972,7.2,60,0.69,1692.0,91800000,0,5154,1182,1276,1476,860,63,27,0,2,1
973,6.2,70,0.87,1005.0,160822438,0,2537,3664,3903,1081,0,63,27,57,4,8
974,6.2,70,0.87,4133.0,25942000,0,2537,3664,3903,1081,0,63,27,57,4,8
975,6.6,56,0.43,1541.0,101174440,0,94,1158,759,1468,0,63,27,70,0,20
976,6.7,59,0.7,1880.0,80831893,0,1641,5347,5153,1298,0,63,27,72,0,1
977,6.6,48,0.33,1788.0,85632458,0,793,4337,1154,89,0,63,27,0,0,7
978,3.9,19,0.09,1200.0,133818283,0,4279,120,3330,152,0,63,27,0,1,4
979,6.7,66,0.72,543.0,266685242,0,2421,1537,3301,1188,0,63,27,32,4,7
980,5.9,44,0.26,918.0,173044410,0,556,2697,4756,837,0,63,27,92,4,17
981,6.1,0,0.46,6103.0,12291975,0,3827,5502,5863,74,0,63,27,32,4,17
982,6.5,60,0.55,2337.0,61475984,0,879,3418,724,385,0,63,27,0,0,5
983,5.9,49,0.39,842.0,187281115,0,5280,2587,6082,1625,0,63,27,48,12,15
984,6.5,47,0.41,1519.0,102332848,0,2835,2992,2402,722,0,63,27,0,0,7
985,7.5,94,0.96,1424.0,109793192,1,4636,5735,5995,41,0,63,27,8,4,7
986,6.2,38,0.22,2253.0,64232363,0,327,1861,3412,312,0,63,27,32,5,15
987,4.7,34,0.1,2459.0,56824633,0,2706,2126,3443,1406,0,10,27,48,0,1
988,6.6,48,0.41,3033.0,41921590,0,230,470,5666,1223,0,63,27,3,4,7
989,6.3,64,0.64,559.0,260700012,0,4673,2185,3744,269,226,63,27,47,2,1
990,6.3,53,0.37,714.0,214392904,0,2838,4735,5330,1448,0,63,27,32,0,7
991,6.6,40,0.37,1069.0,152925093,0,5795,5405,1609,348,0,63,27,0,5,12
992,6.3,46,0.4,4786.0,20159316,0,3785,4670,1842,719,0,63,27,34,4,0
993,5.3,19,0.04,3238.0,38164784,0,5580,3538,5350,1371,0,63,27,0,0,9
994,6.6,74,0.73,879.0,179357126,0,2301,3253,2319,354,1497,62,27,0,2,1
995,6.9,53,0.37,1643.0,94973540,0,3385,470,5352,60,0,63,27,0,0,1
996,6.9,53,0.37,5376.0,16140440,0,3385,470,5352,60,0,63,27,0,0,1
997,4.7,45,0.2,4535.0,22165608,0,2905,5069,3322,812,0,63,27,6,0,7
998,6.0,65,0.45,983.0,163818556,0,1158,2535,3631,1136,0,63,27,92,0,5
999,6.6,68,0.74,1146.0,141267370,0,5211,5543,4320,576,0,63,27,0,2,1
1000,7.2,63,0.77,1046.0,156229050,0,5625,814,417,1622,0,63,27,92,7,19
1001,5.2,39,0.28,341.0,362605033,0,2603,1379,837,1656,0,63,27,32,2,4
1002,6.3,64,0.7,1126.0,145594548,0,6054,3022,6051,915,1748,63,27,48,4,19
1003,5.9,25,0.18,4703.0,20819601,0,2550,3664,1900,533,0,63,27,0,4,7
1004,7.8,81,0.95,578.0,254342015,0,1602,2537,4363,818,0,63,27,0,12,20
1005,7.8,81,0.95,1943.0,77514401,0,1602,2537,4363,818,0,63,27,0,12,20
1006,7.8,81,0.95,2104.0,70000000,0,1602,2537,4363,818,0,63,27,0,12,20
1007,6.2,47,0.27,2282.0,63211088,0,5073,4114,5815,1445,0,63,27,0,7,20
1008,7.5,61,0.64,4799.0,20081987,0,46,1586,2451,1165,0,63,27,0,7,0
1009,6.7,49,0.67,4055.0,26796824,0,1149,4636,4337,1126,0,63,27,47,0,4
1010,6.7,64,0.79,1127.0,145395745,0,5426,2662,6175,103,251,63,27,0,2,4
1011,6.8,63,0.74,4730.0,20606053,0,4373,2897,5767,666,0,63,27,0,4,13
1012,6.3,0,0.36,3096.0,40686409,0,2781,2618,2952,1337,0,63,27,57,0,5
1013,5.7,29,0.11,1428.0,109362966,0,4030,3246,1603,78,0,63,27,0,0,1
1014,3.8,15,0.04,5909.0,13233220,0,2618,3576,2975,1715,0,18,27,0,0,1
1015,6.6,62,0.8,990.0,162839667,0,1961,3980,4440,1081,0,63,27,0,0,1
1016,6.6,40,0.34,1087.0,150886329,0,1506,4020,1913,1296,0,63,27,92,0,5
1017,5.7,41,0.24,948.0,168311558,0,5974,4883,5045,1532,0,18,27,0,4,7
1018,5.9,37,0.15,1457.0,106548738,0,4597,4255,3396,1286,0,63,27,0,4,17
1019,6.8,55,0.36,2222.0,65457811,0,3301,1913,2303,353,0,63,27,102,0,5
1020,4.8,17,0.06,3121.0,40127259,0,5259,5735,704,1336,0,63,27,92,4,17
1021,5.9,38,0.25,1444.0,108027701,0,2373,2297,3479,1248,0,63,27,31,4,8
1022,6.5,22,0.63,1679.0,92670237,0,585,69,2656,1530,0,63,27,0,12,15
1023,6.5,22,0.63,2378.0,59754601,0,585,69,2656,1530,0,63,27,0,12,15
1024,5.4,32,0.26,2122.0,69548641,0,6054,350,1322,170,0,63,27,0,0,1
1025,5.7,33,0.17,3359.0,36133014,0,8,2697,1256,173,0,63,27,0,7,17
1026,6.4,34,0.25,2314.0,62209892,0,4822,3056,3038,690,0,18,27,0,0,20
1027,6.5,63,0.62,4462.0,22815460,0,5569,5780,4295,393,0,63,27,0,1,15
1028,4.8,30,0.1,1927.0,78208812,0,4510,2014,831,386,0,63,27,39,7,12
1029,4.9,34,0.15,2431.0,57604723,0,2406,4145,4520,615,0,63,27,0,1,4
1030,6.7,43,0.44,3175.0,39233233,0,4946,1586,1861,89,0,63,27,0,5,7
1031,6.2,25,0.21,3899.0,28773827,0,4903,2836,2321,272,0,63,27,0,12,15
1032,6.6,55,0.56,1836.0,82812456,0,4090,4863,1319,1086,0,62,27,0,5,7
1033,6.3,51,0.53,2952.0,43603990,0,1633,3195,973,1189,0,63,27,0,4,17
1034,5.6,63,0.71,2095.0,70165900,0,4598,457,2353,334,0,17,27,0,7,12
1035,6.5,33,0.23,3595.0,32618920,0,253,4021,47,56,0,63,27,103,4,17
1036,5.7,53,0.59,890.0,177512032,0,1364,742,4328,1667,0,63,27,92,12,0
1037,5.7,66,0.75,3918.0,28542494,0,66,5283,1483,1725,0,10,27,32,7,12
1038,5.8,43,0.35,1135.0,142634358,1,5448,2027,1790,795,0,63,27,77,7,9
1039,5.7,36,0.26,1860.0,81464486,2,5188,2247,2153,715,0,63,27,0,4,17
1040,5.7,36,0.26,2771.0,47787943,2,5188,2247,2153,715,0,63,27,0,4,17
1041,6.1,41,0.37,2339.0,61449135,0,5823,5279,5167,1682,0,63,27,0,4,7
1042,5.8,43,0.39,3147.0,39686769,0,5353,3280,3584,1648,0,21,27,0,1,4
1043,6.0,38,0.22,1605.0,97143987,0,398,1163,183,1161,0,63,27,107,7,12
1044,4.9,23,0.04,2590.0,52545707,0,3584,4303,831,274,0,63,27,0,7,20
1045,5.9,42,0.3,1487.0,104283753,0,4976,2344,4910,49,0,63,27,0,1,7
1046,5.4,28,0.1,1702.0,91126600,0,4457,5136,5512,424,0,63,27,54,0,1
1047,4.4,24,0.11,370.0,349088523,0,2603,1379,2726,1175,0,63,27,0,2,1
1048,5.2,24,0.24,4084.0,26517819,0,6024,3697,5207,583,0,63,27,0,12,15
1049,6.9,64,0.81,1626.0,96068724,0,2207,464,4395,243,0,10,27,0,7,8
1050,7.5,70,0.87,6349.0,11253821,0,1639,5601,4740,1501,0,62,27,0,5,7
1051,6.5,61,0.75,4212.0,25268680,0,2972,75,2906,948,0,63,27,0,3,7
1052,6.3,54,0.51,1947.0,77229695,0,6151,5569,5036,354,0,63,27,0,4,8
1053,6.2,31,0.13,4505.0,22468620,0,1158,3989,3749,13,0,63,27,0,7,9
1054,7.2,0,0.6,2175.0,67084376,0,3807,3751,5778,1458,1290,63,27,0,2,8
1055,6.8,58,0.67,3562.0,33008656,0,251,1790,919,996,0,62,27,6,4,7
1056,5.4,45,0.32,8227.0,5818427,0,1149,850,1285,920,0,63,27,92,9,12
1057,6.6,75,0.9,7933.0,6459183,0,2839,2893,131,793,0,62,27,0,0,4
1058,6.7,60,0.61,8565.0,5046038,0,4090,998,2838,786,0,63,27,0,7,0
1059,7.3,78,0.94,4658.0,21197454,0,5141,4575,2969,857,0,24,27,46,4,5
1060,6.2,42,0.42,8463.0,5297411,0,2513,745,3249,894,0,62,27,42,0,1
1061,7.0,65,0.86,4649.0,21270290,0,5206,3119,5068,1465,0,54,27,0,7,15
1062,6.3,0,0.42,4983.0,18774608,0,920,3190,290,121,0,63,27,0,4,17
1063,6.3,0,0.45,5042.0,18353669,0,543,2938,925,1241,0,62,27,0,7,9
1064,6.7,38,0.16,8816.0,4614344,0,2204,4858,464,1736,0,63,27,51,5,7
1065,7.1,79,0.89,3761.0,30360570,0,4235,4958,1956,488,802,63,27,109,4,7
1066,7.6,77,0.85,3945.0,28142379,0,1159,3162,4427,1680,0,63,27,92,7,17
1067,7.4,0,0.67,2733.0,48977233,0,4028,3302,315,515,0,63,27,0,4,0
1068,7.4,0,0.67,2808.0,46790428,0,4028,3302,315,515,0,63,27,0,4,0
1069,7.6,72,0.76,1751.0,87973835,0,3047,148,4643,1765,0,62,27,0,7,17
1070,6.7,82,0.84,5172.0,17475475,0,5350,5163,369,893,0,63,27,0,7,17
1071,6.1,0,0.41,4603.0,21618331,0,1808,3628,5413,1216,0,63,27,0,4,7
1072,6.5,44,0.51,7237.0,8200127,0,4368,5771,4213,1131,0,63,27,0,5,7
1073,7.9,88,0.97,4412.0,23323631,1,2113,3924,2306,817,0,24,27,22,7,13
1074,7.7,70,0.8,2380.0,59667625,0,5344,4368,1319,35,0,63,27,0,5,7
1075,7.4,88,0.92,7067.0,8761608,0,5747,5304,5543,1645,0,63,27,0,4,7
1076,7.8,70,0.88,9266.0,3894240,0,754,2660,3877,972,0,63,27,0,4,0
1077,7.6,0,0.95,6919.0,9250000,0,2508,5418,5592,1559,0,62,27,32,5,7
1078,7.3,71,0.87,7870.0,6618578,0,3018,5974,5134,441,0,63,27,0,4,7
1079,7.3,61,0.63,7014.0,8969065,0,4465,4450,1394,1725,0,10,27,34,7,15
1080,8.0,88,0.98,6746.0,9932146,0,3046,5042,3263,1642,0,62,27,0,7,18
1081,7.8,76,0.94,7100.0,8657205,0,2363,3490,1504,371,0,63,27,0,7,15
1082,5.7,31,0.09,2765.0,47923795,0,780,1078,3600,1363,0,63,27,0,1,7
1083,7.3,65,0.7,2940.0,43899231,0,4264,3482,4687,1635,1393,63,27,0,2,1
1084,7.8,83,0.95,234.0,457729388,0,6051,1748,1198,1332,285,63,27,102,2,0
1085,7.7,87,0.91,1502.0,103215094,0,4181,1811,3363,35,0,63,27,0,4,7
1086,8.1,88,0.91,980.0,163981261,4,4826,1888,3986,1740,0,63,27,32,1,4
1087,8.0,86,0.95,2814.0,46665856,1,4688,5594,2904,1546,0,63,27,0,3,5
1088,8.3,80,0.93,1019.0,159616327,7,4655,5073,5078,570,0,63,27,0,4,5
1089,7.0,73,0.9,1562.0,99750000,0,4090,2832,2302,567,0,2,27,0,0,1
1090,6.5,39,0.54,1161.0,139829625,0,115,873,342,844,0,63,27,0,4,7
1091,6.5,39,0.54,2452.0,57059003,0,115,873,342,844,0,63,27,0,4,7
1092,6.8,57,0.66,1278.0,125049125,0,5625,5644,814,1622,0,63,27,0,7,19
1093,7.4,87,0.89,893.0,177200000,1,1639,2776,5702,1620,0,63,27,0,4,7
1094,8.0,77,0.89,4731.0,20605209,0,4095,1334,5323,155,0,63,27,0,4,8
1095,5.6,46,0.31,6055.0,12512317,0,2535,1983,4345,336,0,63,27,0,4,17
1096,6.6,44,0.7,3090.0,40874452,0,5038,394,5776,732,0,63,27,0,4,0
1097,7.5,79,0.92,3272.0,37585000,1,2669,2024,2925,355,0,63,27,0,7,12
1098,7.2,75,0.94,7112.0,8620929,0,6085,3425,2821,1136,0,63,27,0,5,12
1099,7.3,61,0.8,5214.0,17185000,0,4265,5042,3672,22,0,62,27,32,12,15
1100,6.7,60,0.71,820.0,191200000,0,5778,3981,2748,832,0,62,27,6,0,1
1101,6.5,36,0.57,2177.0,66995000,0,4175,2250,4955,629,0,63,27,0,4,17
1102,7.6,62,0.89,2538.0,54243125,1,1663,3964,4134,671,0,63,27,0,1,7
1103,6.5,56,0.53,707.0,215500000,0,621,1254,5442,653,0,63,27,0,0,4
1104,7.3,54,0.85,5955.0,13000774,0,5105,3310,4075,818,0,63,27,0,0,12
1105,7.8,75,0.89,2345.0,61158960,1,2474,3278,4943,1415,0,63,27,0,7,20
1106,6.6,61,0.77,2778.0,47624253,0,6042,2328,205,1051,0,63,27,0,0,5
1107,6.7,61,0.83,898.0,176267322,0,979,898,5932,767,0,63,27,0,0,4
1108,6.7,0,0.3,349.0,358994850,0,3788,2850,1298,253,0,63,27,32,1,4
1109,6.5,46,0.23,2655.0,50752337,0,1786,3116,3508,1569,0,63,27,0,4,7
1110,6.7,65,0.76,1708.0,90753806,0,6042,6106,5161,1479,0,63,27,0,4,7
1111,7.6,56,0.73,3089.0,40903593,0,4153,5045,509,806,0,17,27,92,5,7
1112,6.7,62,0.76,2835.0,46293855,0,338,4850,1095,119,0,63,27,0,4,9
1113,6.8,0,0.31,3162.0,39360491,0,589,5277,3279,954,0,63,27,32,4,8
1114,6.7,44,0.42,3386.0,35699287,0,898,4960,5118,1106,0,17,27,0,1,4
1115,6.0,0,0.35,2555.0,53579269,0,5737,2002,116,335,0,63,27,0,4,8
1116,6.4,45,0.33,730.0,212400000,0,2793,2320,5445,1591,0,63,27,0,1,4
1117,6.8,83,0.97,602.0,246100000,1,1068,4314,1321,260,0,2,27,0,4,7
1118,5.5,0,0.17,1391.0,113487912,0,5625,434,5023,339,0,63,27,0,0,5
1119,6.2,34,0.33,3833.0,29412050,0,1252,4174,501,1211,0,63,27,106,1,4
1120,6.6,65,0.57,827.0,190023573,0,1639,4897,4343,1763,0,63,27,51,0,7
1121,7.1,52,0.63,5308.0,16553635,0,4175,5891,4717,1313,0,38,27,0,4,9
1122,8.0,84,0.96,3490.0,34175000,1,634,1645,2399,147,0,63,27,0,7,0
1123,7.2,83,0.98,459.0,304200000,0,5103,2386,592,297,609,63,27,0,2,1
1124,7.2,83,0.98,1064.0,153301581,0,5103,2386,592,297,609,63,27,0,2,1
1125,5.9,43,0.24,885.0,178200000,0,4764,3656,2538,1468,0,63,27,0,0,1
1126,6.6,46,0.29,2357.0,60527873,0,4343,464,898,538,0,63,27,57,5,7
1127,6.1,63,0.81,923.0,172363301,0,2451,4536,4679,1742,0,63,27,0,12,15
1128,6.5,52,0.4,4199.0,25358996,0,2713,1860,975,617,404,63,27,0,4,17
1129,6.6,37,0.52,502.0,285400000,0,4090,1317,2850,1380,0,63,27,17,0,5
1130,5.9,57,0.78,4458.0,22852487,0,6112,1784,828,893,0,63,27,0,7,11
1131,7.7,86,0.89,4938.0,19080435,0,2614,621,4528,1740,0,63,27,92,4,7
1132,6.3,53,0.44,1364.0,116625798,0,1509,378,793,462,0,63,27,6,0,20
1133,6.6,42,0.33,2331.0,61698899,0,414,1542,1508,856,1123,63,27,54,0,1
1134,6.6,48,0.57,4076.0,26613620,0,730,190,1106,641,0,63,27,32,4,7
1135,5.9,61,0.67,473.0,298815224,0,4175,2024,2303,1413,0,18,27,25,1,4
1136,6.5,50,0.41,2537.0,54294169,0,2524,3028,4671,189,0,63,27,0,4,7
1137,5.6,56,0.36,999.0,161838076,0,3642,581,5115,1742,0,63,27,0,12,15
1138,5.7,24,0.27,821.0,191200000,0,1742,3375,3095,1284,0,63,27,0,0,12
1139,6.7,47,0.43,3174.0,39235486,0,6063,3994,982,1445,0,63,27,0,7,9
1140,6.4,0,0.59,408.0,328711434,0,2053,3919,2897,1763,0,63,27,0,0,1
1141,6.6,62,0.68,1255.0,127630030,1,4030,626,2218,903,0,17,27,34,0,21
1142,6.4,47,0.54,316.0,374105123,0,4090,2245,3887,1188,0,63,27,32,4,9
1143,6.8,54,0.57,2135.0,68712365,0,3001,2229,2318,29,52,63,27,0,12,15
1144,5.9,20,0.11,3717.0,30987695,0,1425,770,1505,407,0,63,27,0,1,4
1145,6.9,52,0.59,1944.0,77477297,0,2913,3240,2740,1303,0,63,27,32,4,17
