,Unnamed: 0,Box Office,IMDB,Metacritic,Released,Rotten Tomatoes,Rank,Worldwide Box Office,Domestic Box Office,International Box Office,Awards,Actors_1,Actors_2,Actors_3,directors_1,directors_2,Country_1,language_1,language_2,Genre_1,Genre_2
481,481,137387272,7.5,68,41474,0.85,426,318000141,137400141,180600000,0,5950,4616,3643,696,0,63,27,54,12,15
482,482,0,8.3,93,27539,0.97,8572,5028948,3427696,1601252,0,2133,2908,1827,1642,1644,62,27,32,1,4
483,483,0,8.0,82,27024,0.85,260,428214478,230347346,197867132,2,1765,4061,3568,1755,0,63,27,54,12,0
484,484,0,8.1,70,28097,0.93,671,225000000,117235147,107764853,3,5625,5644,814,830,0,63,27,0,7,19
485,485,0,7.4,80,28839,0.94,468,300200000,134218018,165981982,1,3931,2031,1102,1380,0,63,27,0,0,1
486,486,0,8.1,57,30127,0.84,3988,27573078,16999934,10573144,0,3482,6050,5634,818,0,63,27,65,12,15
487,487,0,8.1,57,30127,0.84,5816,13782838,13782838,0,0,3482,6050,5634,818,0,63,27,65,12,15
488,488,0,7.4,79,30659,0.88,1438,108423489,108423489,0,5,5431,1475,2421,686,0,63,27,0,4,7
489,489,0,7.6,57,30825,0.85,400,333080271,179880271,153200000,1,2204,3244,3044,1605,0,63,27,87,0,1
490,490,0,7.3,63,31989,0.74,3623,32222567,32222567,0,0,2609,1184,1543,806,0,63,27,0,4,12
491,491,0,7.1,46,31952,0.58,3242,38119483,38119483,0,0,4089,2900,4989,1106,0,63,27,0,1,4
492,492,0,7.5,70,32232,0.84,2009,73887546,73839613,47933,1,120,2024,384,1654,0,63,27,0,4,9
493,493,0,7.6,69,32682,0.71,274,411348924,251188924,160160000,1,4181,2421,3418,1654,0,63,27,32,0,1
494,494,0,7.6,60,33232,0.68,2193,66520529,66520529,0,0,94,1537,5644,502,0,63,27,47,5,7
495,495,0,6.9,41,33683,0.53,361,352700000,117727224,234972776,0,4153,5392,2057,1284,0,17,27,0,7,15
496,496,0,7.7,62,33949,0.82,637,236500000,141340178,95159822,0,5815,2421,1486,1415,0,63,27,32,7,20
497,497,0,7.3,74,34194,0.88,3701,31181000,31181000,0,0,3248,2269,297,12,0,63,27,0,7,8
498,498,0,7.9,59,34222,0.92,6098,12309980,12281000,28980,0,1054,4590,1504,1705,0,63,27,47,5,7
499,499,0,7.8,73,34397,0.89,6946,9170214,9170214,0,0,3001,3608,3181,996,0,63,27,0,7,0
500,500,0,7.2,63,34530,0.71,334,365300000,146282411,219017589,0,438,2537,5807,671,0,63,27,32,0,4
501,501,0,7.6,58,34838,0.52,331,366101666,100012499,266089167,0,793,2733,5253,856,0,63,27,34,0,1
502,502,0,7.3,0,34815,0.54,3963,27936778,27467564,469214,0,2327,1046,4417,491,0,63,27,0,4,7
503,503,0,6.2,46,34957,0.33,7500,7487370,7487370,0,0,3054,327,2760,644,0,63,27,47,4,5
504,504,0,7.2,48,35083,0.63,4158,25732986,25728961,4025,0,2053,4790,2218,1447,0,63,27,92,0,5
505,505,0,7.4,54,35270,0.65,1078,152266007,108766007,43500000,0,4030,5259,5253,806,0,63,27,0,5,7
506,506,0,6.3,52,35412,0.53,1539,101371017,37771017,63600000,0,2421,2115,378,1654,0,63,27,32,4,18
507,507,0,7.2,65,35419,0.79,917,173046663,103046663,70000000,0,1633,5115,3398,1742,0,63,27,0,12,15
508,508,0,7.8,61,35685,0.73,1888,80369970,48265581,32104389,0,4153,5344,1461,358,0,63,27,17,7,15
509,509,0,7.5,64,35789,0.87,1995,74727492,39673162,35054330,0,4567,5253,5048,1352,0,63,27,0,5,7
510,510,0,7.2,51,35741,0.62,1310,121100000,54768952,66331048,0,905,1558,1495,1284,0,63,27,0,0,1
511,511,0,7.6,71,35965,0.86,461,303500000,120620254,182879746,0,4268,2217,1960,1696,115,63,27,57,2,1
512,512,0,7.2,77,36124,0.92,338,363095319,162798565,200296754,0,1345,3403,3151,848,68,63,27,0,2,1
513,513,0,7.4,68,36357,0.75,1489,104267443,55691208,48576235,0,5815,4463,3800,1559,0,62,27,0,7,15
514,514,0,7.8,73,36882,0.88,263,427230516,233632142,193598374,0,5823,4663,3518,1457,0,63,27,78,1,7
515,515,29885424,6.9,51,37127,0.52,3516,33762400,30059386,3703014,0,2607,3401,542,972,0,63,27,0,4,0
516,516,200691120,6.4,48,37015,0.47,253,435040395,202007640,233032755,0,730,4814,2930,1577,0,63,27,6,0,1
517,517,37882551,5.7,32,37239,0.3,2310,62401343,37882551,24518792,0,1113,1021,2458,804,0,63,27,0,4,0
518,518,178094583,5.7,50,37099,0.45,342,362211740,180011740,182200000,1,3919,5771,2251,1654,0,63,27,0,0,1
519,519,178094583,5.7,50,37099,0.45,3540,33395426,33395426,0,1,3919,5771,2251,1654,0,63,27,0,0,1
520,520,44724316,6.6,61,37162,0.64,2351,60780981,45172250,15608731,0,556,4556,1073,128,0,18,27,0,4,0
521,521,18380350,7.1,48,37302,0.35,4434,23046142,18492362,4553780,0,309,2870,2043,719,0,63,27,34,4,5
522,522,160201106,6.1,56,37582,0.57,258,431942139,160942139,271000000,0,4764,2185,5799,1003,0,62,27,51,0,1
523,523,176400000,7.5,60,37330,0.77,299,386116343,176387405,209728938,0,4860,2950,1490,269,226,63,27,0,2,1
524,524,39532308,6.7,33,37330,0.34,1494,103787401,40119709,63667692,0,5201,4550,2340,1285,0,62,27,0,0,12
525,525,128579698,7.1,57,37547,0.71,596,248218486,129094024,119124462,0,4368,3947,1382,586,0,63,27,0,12,15
526,526,127083765,5.9,38,37778,0.36,639,236410607,127120058,109290549,0,4671,5915,1874,872,0,63,27,92,0,5
527,527,133756285,6.2,52,37722,0.42,805,195660942,135560942,60100000,0,46,2421,3887,1323,0,63,27,0,4,0
528,528,132122995,5.6,54,37792,0.62,609,245075434,132177234,112898200,0,1821,2701,5231,80,0,63,27,92,0,18
529,529,51475962,7.3,64,37736,0.62,1846,82183683,52131264,30052419,0,2913,4858,230,687,0,63,27,0,15,20
530,530,15176515,6.1,32,37771,0.4,3908,28649556,15417771,13231785,0,1521,1747,1815,1416,0,63,27,0,12,0
531,531,0,7.1,70,37951,0.78,1951,77147031,60060328,17086703,0,634,5855,739,1645,0,63,27,0,4,5
532,532,56800000,6.7,38,38149,0.29,1452,107212751,57712751,49500000,0,5972,1168,5723,393,0,63,27,0,0,1
533,533,58885635,7.3,59,38065,0.75,1497,103452875,58990765,44462110,0,5283,5989,2464,1776,0,63,27,0,0,12
534,534,58885635,7.3,59,38065,0.75,2517,55000000,5100000,49900000,0,5283,5989,2464,1776,0,63,27,0,0,12
535,535,186583549,6.4,47,38135,0.44,171,556319450,186740799,369578651,0,1506,2460,1817,1472,0,63,27,48,0,1
536,536,77600000,7.7,47,38100,0.39,1226,130968579,77906816,53061763,0,1509,1237,4817,1705,0,63,27,92,0,5
537,537,125402117,6.5,58,38331,0.55,340,362989076,125531634,237457442,0,700,920,2053,1604,0,63,27,25,5,20
538,538,55100000,7.6,46,38289,0.49,1493,103880027,55968727,47911300,0,3583,898,1317,696,0,63,27,0,5,12
539,539,436471036,7.2,75,38126,0.89,50,937008132,441226247,495781885,0,4279,1681,834,58,944,63,27,0,2,1
540,540,69148997,5.6,41,38161,0.15,1413,111448997,69148997,42300000,0,5403,3932,2457,943,0,63,27,0,4,5
541,541,64255243,6.0,33,38457,0.24,1430,109175673,65233369,43942304,0,5206,4098,2763,62,0,63,27,0,7,12
542,542,64255243,6.0,33,38457,0.24,1781,86432520,86432520,0,0,5206,4098,2763,62,0,63,27,0,7,12
543,543,75400000,7.0,50,38401,0.46,681,221594911,75976178,145618733,0,3301,4814,5426,504,0,63,27,30,0,9
544,544,82468131,5.5,34,38707,0.06,1195,135015330,82571173,52444157,0,5558,1866,689,8,0,63,27,0,1,4
545,545,27800000,7.0,57,38961,0.61,2937,43924923,27838408,16086515,0,2618,264,3069,1069,190,63,27,92,0,5
546,546,217536138,6.6,46,38856,0.24,92,767820459,217536138,550284321,0,5823,474,2319,1477,0,63,27,32,15,20
547,547,5935826,7.0,33,38723,0.16,7883,6590172,6090172,500000,0,3653,201,4715,1209,0,63,27,0,4,0
548,548,59831476,7.8,80,38947,0.91,1551,100642353,59891098,40751255,2,19,2143,4632,892,1717,63,27,0,4,7
549,549,0,7.8,0,38814,0.53,2501,55495466,22495466,33000000,0,3101,793,3752,1277,0,18,27,0,5,7
550,550,50772724,7.8,68,39059,0.65,1311,121032272,50866635,70165637,0,5180,1242,3037,1108,0,63,59,0,0,1
551,551,28586503,7.0,78,39213,0.71,2252,64232714,28638916,35593798,0,5037,5155,2741,920,0,62,27,0,7,12
552,552,31529568,7.5,38,39407,0.36,2205,65882103,31664162,34217941,0,1961,3365,3047,982,0,63,27,0,7,13
553,553,82234139,7.2,74,39129,0.85,1174,137984788,82234139,55750649,0,3103,359,6175,530,0,63,27,0,1,7
554,554,100289690,5.4,37,39255,0.23,912,174131329,100289690,73841639,0,5545,4343,3544,1689,0,63,27,0,4,8
555,555,35063732,6.4,0,39136,0.08,1940,77593167,35193167,42400000,0,2793,5995,3700,806,0,63,27,20,5,15
556,556,78864724,6.9,62,39241,0.7,438,311744465,117144465,194600000,0,2053,700,3994,1604,0,63,27,57,5,20
557,557,52900000,7.4,83,39437,0.85,1063,153329844,52898073,100431771,1,3001,2251,108,1654,0,63,27,47,7,12
558,558,79952254,7.0,64,39465,0.77,929,171302226,80048433,91253793,0,3692,2777,5632,1097,0,63,27,78,0,12
559,559,24767490,6.6,39,39521,0.23,3167,39319801,24850922,14468879,0,5335,240,831,738,0,63,27,0,0,7
560,560,42724402,7.0,46,39472,0.37,1405,112214531,42754105,69460426,0,5625,3166,4029,1622,0,18,27,16,0,20
561,561,107901736,6.3,68,40102,0.83,810,194183034,107918810,86264224,0,3282,4123,3901,1245,0,63,27,0,12,15
562,562,39380442,7.1,57,39731,0.55,1342,118556530,39394666,79161864,0,3608,5189,3917,1403,0,63,27,6,0,7
563,563,114053579,6.9,67,39773,0.89,413,328015029,114053579,213961450,0,2992,4293,5613,214,271,63,27,0,2,1
564,564,79136963,5.5,40,39794,0.21,633,237370350,79366978,158003372,0,3301,2701,3278,1514,0,63,27,57,7,18
565,565,79136963,5.5,40,39794,0.21,9393,3700000,3700000,0,0,3301,2701,3278,1514,0,63,27,57,7,18
566,566,36064910,6.4,43,39682,0.42,2036,72516819,36316032,36200787,0,2618,2821,2321,1285,0,63,27,0,0,18
567,567,130246343,6.5,54,39619,0.5,668,226739416,130319208,96420208,0,5545,369,1641,1323,0,63,27,78,0,1
568,568,75754670,7.0,78,39640,0.86,1010,160388063,75986503,84401560,0,5136,5354,1617,601,0,63,27,80,0,1
569,569,316957122,6.2,65,39590,0.78,89,786635413,317101119,469534294,0,2204,908,3220,1605,0,63,27,34,0,1
570,570,101653320,5.8,57,39640,0.61,613,243180937,101704370,141476567,0,730,3103,337,474,0,63,27,43,0,1
571,571,101653320,5.8,57,39640,0.61,6714,10000000,10000000,0,0,730,3103,337,474,0,63,27,43,0,1
572,572,31691649,7.1,60,40065,0.57,2742,48559999,31749894,16810105,0,1101,3949,2897,1535,0,63,27,0,2,0
573,573,124870275,7.0,66,40074,0.86,635,236827677,124870275,111957402,0,614,348,2474,1332,285,63,27,32,2,0
574,574,20488579,5.8,27,40060,0.29,3023,42002029,20534907,21467122,0,2084,243,4140,1069,190,63,27,0,0,18
575,575,55325526,5.9,33,39899,0.17,1916,78758522,55389516,23369006,0,5995,3488,1735,1304,0,63,27,0,7,12
576,576,7504196,6.8,65,40186,0.64,2247,64352607,7689607,56663000,0,293,1101,4972,1642,0,62,27,78,1,4
577,577,32721635,6.6,42,39885,0.41,2826,46526243,32752215,13774028,0,1992,4138,3097,410,0,63,27,0,12,20
578,578,32721635,6.6,42,39885,0.41,9833,3100000,3100000,0,0,1992,4138,3097,410,0,63,27,0,12,20
579,579,32400000,6.2,54,40123,0.51,2165,67348218,32428195,34920023,0,2053,1884,2662,588,0,63,27,6,4,21
580,580,198332128,6.5,56,39899,0.73,307,381687380,198351526,183335854,0,4883,5361,2303,1410,302,63,27,0,2,0
581,581,49069310,7.4,51,39990,0.48,1615,96673002,49200230,47472772,0,19,6016,5466,1210,0,63,27,0,7,8
582,582,41472886,7.0,42,40018,0.55,1915,78769428,41596251,37173177,0,5950,4735,2366,717,0,63,27,3,12,15
583,583,10261085,6.8,28,40081,0.28,5230,17033431,10330853,6702578,0,1506,549,831,272,0,18,27,106,0,12
584,584,31730682,6.1,36,39850,0.23,2916,44411527,31811527,12600000,0,1160,2858,1565,1277,0,63,27,17,0,18
585,585,64001297,6.2,56,40256,0.52,1957,76954311,64003625,12950686,0,6151,5036,4801,1653,0,63,27,34,4,7
586,586,23225911,6.5,44,40506,0.42,3383,35792945,23240020,12552925,0,1641,4047,2798,573,0,63,27,0,0,5
587,587,48925682,6.4,63,40263,0.63,2204,65967750,50269859,15697891,0,2913,1130,1206,1592,0,63,27,78,4,18
588,588,148383780,5.5,27,40534,0.09,444,310650574,148438600,162211974,0,5042,556,4556,1287,0,63,27,103,4,17
589,589,26200000,6.6,60,40424,0.72,2831,46370970,26593646,19777324,0,1327,5042,2768,489,1447,63,27,92,0,5
590,590,24900000,5.4,53,40410,0.73,1818,83660160,25003155,58657005,0,4938,5989,1742,43,0,63,27,0,4,12
591,591,60128566,5.9,37,40431,0.23,479,295874190,60128566,235745624,0,4295,180,3421,1285,0,18,27,48,0,1
592,592,63143812,6.1,46,40373,0.41,698,217986320,63150991,154835329,0,4457,2628,177,890,0,63,27,17,0,1
593,593,108012170,5.4,41,40634,0.25,834,188657593,108085305,80572288,0,2507,5188,3210,1656,0,63,27,20,2,1
594,594,29113588,6.6,49,40571,0.53,1965,76347393,29121498,47225895,0,2618,549,5860,1550,0,63,27,0,0,5
595,595,29100000,5.7,41,40676,0.15,1812,84154026,29136626,55017400,0,4628,3235,831,1521,0,63,27,0,0,1
596,596,29100000,5.7,41,40676,0.15,9069,4165845,4165845,0,0,4628,3235,831,1521,0,63,27,0,0,1
597,597,142614158,5.5,30,40753,0.22,166,563749323,142614158,421135165,0,2189,4411,2639,1355,0,63,27,0,2,1
598,598,37100000,6.1,49,40767,0.45,3086,40966716,37053924,3912792,0,2762,1322,494,1485,0,63,27,34,0,4
599,599,21426805,4.9,18,40902,0.12,2294,62831715,21443494,41388221,0,1785,4526,4055,255,0,63,27,78,0,1
600,600,18298649,6.4,64,40774,0.72,3102,40520649,18298649,22222000,0,412,1158,5850,308,0,63,27,0,4,12
601,601,18298649,6.4,64,40774,0.72,4254,24922237,24922237,0,0,412,1158,5850,308,0,63,27,0,4,12
602,602,63992328,5.9,50,40865,0.45,1035,157956466,64006466,93950000,0,861,3706,2678,567,537,2,27,0,2,1
603,603,30200000,5.7,39,40886,0.22,3201,38749404,30542576,8206828,0,3030,4058,425,360,0,63,27,0,4,0
604,604,51774002,4.3,34,40956,0.18,1103,149217355,51774002,97443353,0,4457,5993,1115,1069,190,63,27,76,0,9
605,605,12431792,7.1,49,41089,0.53,6038,12617472,12431792,185680,0,1039,1748,4166,39,0,63,27,92,4,7
606,606,41800000,5.1,56,41012,0.51,2543,54052249,44338224,9714025,0,5337,6061,1018,163,1306,63,27,0,4,8
607,607,370904,3.7,24,41040,0.13,7907,6530796,370904,6159892,0,1309,3990,3292,835,0,63,27,0,4,12
608,608,600000,5.0,58,41054,0.66,7773,6860624,743636,6116988,0,5070,5273,4636,355,0,10,27,0,7,9
609,609,687405,7.0,66,41061,0.89,8698,4835585,312339,4523246,0,4630,5455,2935,949,0,62,27,0,4,5
610,610,1038657,5.8,0,41271,0.25,3468,34454336,0,34454336,0,3604,2744,19,1737,0,52,27,0,2,1
611,611,18000000,6.8,64,41334,0.8,2478,56178935,18388357,37790578,0,3816,5814,638,452,0,62,27,47,4,7
612,612,26345,6.1,48,41334,0.46,7300,8000366,26345,7974021,0,4863,4770,2225,1215,0,62,27,81,0,5
613,613,1738692,7.5,68,40837,0.76,6475,10765283,1738692,9026591,0,5757,2897,1887,1030,0,62,27,0,7,15
614,614,142242,6.7,61,40779,0.67,6218,11792060,142242,11649818,0,5344,4533,1882,1249,0,27,27,39,4,7
615,615,2900000,7.2,80,40689,0.79,4575,21817298,3030848,18786450,0,3442,983,154,995,0,15,27,0,7,18
616,616,5802820,7.3,70,39388,0.81,6343,11277119,5956480,5320639,0,5199,1795,4666,308,0,63,27,92,4,7
617,617,0,7.0,63,34943,0.46,4759,20412216,7412216,13000000,0,3598,5276,3196,993,0,63,27,0,7,0
618,618,0,7.9,60,29392,0.83,2447,57229890,57229890,0,0,2888,1254,2473,847,0,63,27,0,1,4
619,619,187747747,7.4,59,41990,0.59,48,945577621,255119788,690457833,0,2319,3946,4917,1313,0,38,27,0,1,9
620,620,98537272,6.8,57,41901,0.65,374,348319861,102427862,245891999,0,1651,250,3411,1741,0,63,27,0,0,15
621,621,0,7.6,67,31975,0.89,614,242981799,58607007,184374792,1,4741,4361,1265,1284,0,63,27,0,0,5
622,622,0,7.6,67,31975,0.89,2560,53424681,53424681,0,1,4741,4361,1265,1284,0,63,27,0,0,5
623,623,53215979,6.6,47,41474,0.44,1142,141507355,53262560,88244795,0,793,2957,3980,401,0,63,27,78,0,4
624,624,0,7.8,73,27067,0.91,1330,119500000,119500000,0,0,1137,2037,5463,1106,0,63,27,109,4,22
625,625,0,8.1,86,28909,0.94,2690,50009253,50000000,9253,5,5042,2904,2980,1121,0,63,27,78,7,21
626,626,0,6.7,41,30764,0.54,1874,81198894,81198894,0,0,5547,3420,1972,641,0,63,27,0,4,0
627,627,0,7.3,53,31595,0.78,6390,11100000,11100000,0,0,3482,3420,1500,818,0,63,27,17,0,1
628,628,0,7.4,50,31590,0.69,5984,12912042,12729917,182125,0,1369,2701,5796,772,0,62,27,0,1,8
629,629,0,5.9,61,32106,0.74,957,167780960,167780960,0,0,5831,5547,5685,1008,0,63,27,0,4,7
630,630,0,7.4,55,33018,0.74,610,244088654,88055283,156033371,0,4175,1095,3975,1457,0,63,27,0,1,4
631,631,0,7.1,67,33057,0.68,620,239814025,117323878,122490147,0,793,688,6067,1371,0,63,27,92,0,20
632,632,0,7.2,58,33431,0.68,1260,126704591,28782481,97922110,0,4612,3301,2002,940,0,29,27,0,0,5
633,633,0,7.2,58,33431,0.68,1820,83531958,43218387,40313571,0,4612,3301,2002,940,0,29,27,0,0,5
634,634,0,7.6,68,33676,0.85,2582,52929168,52929168,0,1,2850,4828,3887,902,0,63,27,0,4,5
635,635,0,8.0,59,33977,0.88,2262,63895607,63895607,0,1,94,1035,2516,1085,0,63,27,0,7,0
636,636,0,7.0,53,34297,0.71,252,441286003,219195051,222090952,1,5096,5224,4764,253,0,63,27,0,4,7
637,637,8616662,8.0,82,34271,0.95,1989,75271101,75069160,201941,0,1316,1045,917,627,0,63,27,0,2,8
638,638,0,6.9,37,34369,0.47,1451,107217396,72217396,35000000,0,2793,1192,5346,1689,0,63,27,0,4,0
639,639,0,7.3,74,34572,0.47,2677,50282766,50282766,0,0,6106,3181,5832,1242,0,63,27,62,5,7
640,640,0,6.2,56,34908,0.44,547,264246220,88246220,176000000,0,3385,942,4984,970,0,63,27,0,0,1
641,641,0,7.0,51,35552,0.7,2159,67683989,53883989,13800000,0,4279,1753,4247,721,0,63,27,0,1,4
642,642,0,6.8,52,35587,0.55,674,224117573,101117573,123000000,0,1169,4352,4432,1550,0,63,27,92,0,5
643,643,0,7.7,0,35853,0.66,4018,27257061,14435076,12821985,0,5182,6080,3412,40,0,2,27,0,15,18
644,644,0,6.5,52,35874,0.64,2498,55576699,29795299,25781400,0,3375,3995,4415,855,0,63,27,0,5,7
645,645,0,7.1,45,36028,0.54,1220,131237688,70141876,61095812,0,6042,5515,3454,1576,0,63,27,78,0,12
646,646,0,7.3,67,36119,0.71,585,250649836,111549836,139100000,0,6063,2031,3028,1705,0,63,27,0,0,5
647,647,0,7.0,60,36056,0.6,608,245300000,141186864,104113136,0,3347,2432,5835,178,0,63,27,17,0,4
648,648,0,7.6,78,36175,0.79,1595,97709034,36400491,61308543,0,3437,4688,562,1640,0,63,27,101,7,21
649,649,0,8.0,85,36378,0.96,3688,31333917,23159305,8174612,0,2697,2207,5972,167,0,63,27,0,2,0
650,650,0,7.4,65,36483,0.68,754,207068340,101068340,106000000,1,3001,1063,4310,1654,0,63,27,54,9,12
651,651,0,7.1,49,36574,0.59,2572,53182088,39235088,13947000,0,5972,4817,1154,393,0,63,27,6,12,18
652,652,44992961,5.5,30,36875,0.18,2024,73180297,46729374,26450923,0,470,5347,2706,341,0,63,27,48,4,15
653,653,87320505,7.4,70,36875,0.85,944,169296573,89296573,80000000,0,1425,2928,1658,1057,0,63,27,0,2,1
654,654,2317507,7.2,63,36705,0.61,709,215300000,113330342,101969658,1,4090,2228,2866,1472,0,63,27,0,0,7
655,655,123836420,7.6,86,36896,0.92,747,208300000,124107476,84192524,4,560,2445,289,1604,0,63,27,92,5,7
656,656,95000000,7.3,62,36852,0.69,597,248099143,94999143,153100000,0,793,5253,5097,1031,0,63,27,0,7,15
657,657,83561615,6.9,52,37057,0.49,846,186049020,84052762,101996258,0,1182,1132,4175,547,980,63,27,32,2,0
658,658,213079163,6.2,62,37463,0.54,477,296338663,213117789,83220874,0,4279,598,5357,721,0,63,27,48,0,1
659,659,145771527,7.2,73,37428,0.86,603,245800000,145771527,100028473,0,1351,1044,5748,400,265,63,27,38,2,1
660,660,153300000,5.0,35,37421,0.3,516,276294164,153294164,123000000,0,1963,5280,4027,1355,0,63,27,0,1,4
661,661,227935522,6.7,59,37470,0.73,279,408269295,227969295,180300000,0,4090,2835,5148,1031,0,63,27,72,7,15
662,662,25221889,6.8,51,37540,0.54,2936,43928932,25296447,18632485,0,2618,4787,4010,1022,303,17,27,32,0,5
663,663,242589580,6.7,46,37764,0.49,220,484468608,242704995,241763613,0,2793,4343,2697,1689,0,63,27,92,4,7
664,664,66327144,5.8,30,37813,0.17,880,179265204,66465204,112800000,0,5332,4371,4705,1576,0,63,27,34,0,1
665,665,46524362,7.1,56,37715,0.72,1592,97837138,46566212,51270926,0,1158,3412,1913,806,0,63,27,93,5,20
666,666,116643346,6.0,45,37841,0.47,753,207154748,116877597,90277151,0,5253,1158,4257,292,0,63,27,92,0,1
667,667,150252753,6.3,66,37804,0.69,255,433058296,150358296,282700000,0,438,4446,1122,903,0,63,27,0,0,18
668,668,59035104,6.9,72,38079,0.81,1561,99823958,59623958,40200000,0,5136,2941,5354,601,0,63,27,78,0,9
669,669,59035104,6.9,72,38079,0.81,3140,39845401,21694116,18151285,0,5136,2941,5354,601,0,63,27,78,0,9
670,670,172975674,6.9,39,38310,0.45,403,331323410,173005002,158318408,0,4457,1538,3190,890,0,63,27,92,0,1
671,671,368000000,7.2,47,38042,0.49,141,622341924,370782930,251558994,0,2794,3819,1075,1108,0,63,7,54,7,0
672,672,0,8.6,0,43056,0.0,2531,54533774,33664370,20869404,0,3014,241,543,1779,0,63,27,0,0,1
673,673,50600000,6.2,35,38240,0.2,1277,125168734,50740078,74428656,0,4295,5440,4508,42,0,18,27,0,0,12
674,674,77032279,7.3,55,38156,0.6,695,218673959,77073959,141600000,0,5823,920,5501,1605,0,63,27,15,4,7
675,675,51019112,6.8,63,38471,0.6,1513,102746214,51019112,51727102,0,603,346,6027,534,0,62,27,0,1,4
676,676,157900000,6.4,48,38499,0.31,818,191558505,158119460,33439045,0,46,1043,813,1323,0,63,27,0,4,5
677,677,157900000,6.4,48,38499,0.31,2976,43008075,43008075,0,0,46,1043,813,1323,0,63,27,0,4,5
678,678,113006880,5.6,30,38415,0.2,793,198006880,113006880,85000000,0,5972,3544,1891,8,0,10,27,51,0,4
679,679,24033036,7.6,62,38611,0.61,2359,60437727,24149632,36288095,0,4457,759,2574,65,0,63,27,103,5,7
680,680,36300285,6.5,47,38947,0.37,3229,38314803,36580083,1734720,0,3195,3030,38,1592,0,63,27,0,4,0
681,681,41685824,6.4,52,38786,0.51,2089,70355813,41778863,28576950,0,4062,4129,5810,43,0,63,27,0,12,20
682,682,155019340,6.7,67,38856,0.75,384,343397247,155019340,188377907,0,793,1998,5545,1658,936,63,27,0,2,1
683,683,62318875,6.7,36,38737,0.16,1393,113417762,62318875,51098887,0,3240,5324,5856,1006,0,63,27,32,0,1
684,684,63944632,7.1,59,39043,0.55,7992,6321997,821997,5500000,0,1509,4678,5931,1705,0,63,27,0,0,5
685,685,0,5.1,0,39066,0.38,591,249488115,75030163,174457952,0,1671,2733,5440,1561,0,63,27,0,0,1
686,686,249300000,6.4,48,39073,0.43,160,579446407,250863268,328583139,0,556,857,1549,1538,0,63,27,47,1,4
687,687,71912310,6.8,64,39255,0.79,1219,131263370,71985628,59277742,0,2913,4629,3856,1161,0,63,27,0,7,12
688,688,53574088,7.7,76,39332,0.89,2062,71171825,53606916,17564909,0,5189,1049,3700,687,0,63,27,20,0,5
689,689,82200000,6.2,59,39402,0.71,809,195080579,82280579,112800000,0,5097,398,4624,1457,0,63,27,68,2,0
690,690,93500000,7.4,42,39458,0.4,908,174807445,93466502,81340943,0,2421,4343,5337,1415,0,63,27,0,1,4
691,691,39666075,2.4,17,39108,0.02,1773,86858578,39739367,47119211,0,3209,33,2703,711,3,63,27,0,1,4
692,692,39000000,7.2,68,39192,0.71,1737,89204700,39004700,50200000,0,398,5199,1426,596,0,63,27,0,5,7
693,693,115802596,5.2,35,39129,0.27,654,229545589,115802596,113742993,0,4000,4844,738,1078,0,63,27,0,0,9
694,694,27503677,6.2,35,39122,0.15,1884,80583311,27669725,52913586,0,6,2017,3631,1326,0,62,27,34,1,5
695,695,97690955,6.9,61,39171,0.67,934,170552719,97822171,72730548,0,322,1291,3060,1571,0,63,27,0,2,1
696,696,48976323,7.3,82,39367,0.9,1671,92987651,49033882,43953769,1,5835,4202,5622,1698,0,63,27,0,5,7
697,697,17993461,6.2,42,39199,0.28,2017,73591500,18211013,55380487,0,4457,3162,2769,1003,0,63,27,32,0,1
698,698,320706665,6.1,58,39220,0.41,78,807330936,322719944,484610992,0,4279,1681,834,258,1359,63,27,0,2,1
699,699,35600000,6.7,45,39108,0.3,2446,57263440,35662731,21600709,0,5206,4858,3091,790,0,62,27,0,0,5
700,700,60338891,7.0,63,39703,0.78,949,168167798,60355347,107812451,0,2053,1920,700,488,802,63,27,0,4,5
701,701,141614023,6.5,62,39584,0.67,268,417341288,141621490,275719798,0,543,2074,5458,58,0,63,27,0,0,1
702,702,101111837,6.6,43,39717,0.27,874,180585259,101440743,79144516,0,5426,4255,5153,312,0,63,27,0,0,15
703,703,64500000,5.0,34,39612,0.18,991,162778384,64506874,98271510,0,3919,6175,2950,1031,0,63,27,32,15,18
704,704,179982968,6.7,61,39759,0.63,152,599680774,180174880,419505894,0,556,1043,1422,476,1686,63,27,47,2,1
705,705,40632110,5.4,31,39738,0.16,1755,87775050,40689393,47085657,0,3919,4289,533,859,0,10,27,78,0,5
706,706,7674322,6.4,29,40025,0.29,6562,10473836,7712114,2761722,0,6086,1534,3130,1047,0,63,27,0,12,20
707,707,75169351,7.7,80,39850,0.9,1272,126037057,75286229,50750828,0,1237,5703,2719,627,0,63,27,78,2,7
708,708,12512069,7.3,85,40214,0.95,3820,29652736,12574914,17077822,0,849,4528,177,1019,0,62,27,32,7,0
709,709,51814190,6.3,60,40025,0.68,2046,71880305,51855045,20025260,0,46,5361,3618,921,0,63,27,0,4,7
710,710,16031583,5.2,47,40074,0.44,3644,31943401,16204793,15738608,0,4080,233,3007,938,0,63,27,92,4,12
711,711,67128202,5.7,52,39885,0.42,1471,105103784,67172595,37931189,0,1641,359,152,75,0,63,27,0,0,1
